record - leader,001,008,008 1,008 2,008 3,008 4,008 5,008 6,008 7,008 8,035,040,245,260,310,310 1,310 2,310 2 1,310 2 2,310 3,310 3 1,310 3 2,310 4,310 4 1,310 4 2,310 5,310 6,336,336 1,336 2,336 2 1,336 2 2,336 2 3,336 2 4,336 2 5,337,337 1,337 2,337 2 1,337 2 2,338,338 1,338 2 1,338 2 2,653,653 1,653 2,653 2 3,653 2 4,653 2 5,653 2 6,653 2 7,653 2 1,653 2 2,653 3,264,996,996 1,996 2,996 2 1,996 2 2,996 3,996 3 1,996 3 2,996 4,996 4 1,996 4 2,996 5,996 5 1,996 5 2,996 6,996 7,996 8,998,998 1,998 2,998 3,998 4,998 5,998 6,998 7,650,710,710 1,710 2,710 3,710 3 1,710 3 2,710 3 3,710 3 4,710 3 5,710 3 6,710 3 7,710 3 8,710 4,710 4 1,710 4 2,710 5,710 6,710 7,710 8,710 9,710 10,710 11,710 12,710 13,710 14,710 15,710 16,710 17,710 18,710 19,710 20,710 21,710 22,246,500,500 1,500 2,500 2 1,500 2 2,500 3,500 4,500 5,500 6,500 7,775,022,247,321,580,546,521,900,300,490,700,041,773,981,711,856,110,901,692,250,525,600,983,505,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58
00614nas  2200205u  4500,9.92397790010148E15,021004d19849999be br|p||     0|||a|dut c,021004d19849999be br,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002397790LBS01-Aleph^$ $ $a9425301^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923977900101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aDF-info.,^$ $ $aZolder$ $ $bDavidsfonds$ $ $c1984/85-?,^$ $ $aBimonthly,^,aBimonthly,,Bimonthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^,LBS01,bib_200501.mrc.2.ax,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Zolder$ $ $4oth,^,aDavidsfonds Zolder,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00618nas  2200205u  4500,9.92398129010148E15,021007q19839999be ur|p||     0|||a|dut c,021007q19839999be ur,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002398129LBS01-Aleph^$ $ $a9426706^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923981290101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aInfo Wervik.,^$ $ $aWervik$ $ $bDavidsfonds$ $ $c[1983-84]-?,^$ $ $aUnknown,^,aUnknown,,Unknown,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^,LBS01,bib_200501.mrc.2.ax,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Wervik$ $ $4oth,^,aDavidsfonds Wervik,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00693nas  2200205u  4500,9.92398142010148E15,021007d19819999be mr|p||     0|||a|dut c,021007d19819999be mr,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002398142LBS01-Aleph^$ $ $a9426741^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923981420101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aDavidsfonds Malle /$ $ $cGezamelijke uitgave Davidsfondsafdelingen Oostmalle en Westmalle.,^$ $ $aOostmalle$ $ $bDavidsfonds$ $ $c1981-?,^$ $ $aMonthly,^,aMonthly,,Monthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^,LBS01,bib_200501.mrc.2.ax,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Westmalle$ $ $4oth,^,aDavidsfonds Westmalle,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00716nas  2200217u  4500,9.92398215010148E15,021007d19849999be mr|p||     0|||a|dut c,021007d19849999be mr,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002398215LBS01-Aleph^$ $ $a9427032^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923982150101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aDavidsfonds : maandelijks ledenblad.,^$ $ $aWijtschate$ $ $bDavidsfonds$ $ $c1984-?,^$ $ $aMonthly,^,aMonthly,,Monthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^,LBS01,bib_200501.mrc.2.ax,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Wijtschate$ $ $4oth,^,aDavidsfonds Wijtschate,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aGezamelijke uitgave met Mesen,Nieuwkerke en Wulvergem,,,,,,,,,,,,,,,,,,
00714nas  2200217u  4500,9.92398499010148E15,021007q19811996be ur|p||     0|||a|dut c,021007q19811996be ur,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002398499LBS01-Aleph^$ $ $a9428094^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923984990101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aGoedendag /$ $ $cGezamelijke uitgave davidsfonds Sint-Amands en Mariekerke.,^$ $ $aMariakerke$ $ $bDavidsfonds$ $ $c1981-[1996],^$ $ $aUnknown,^,aUnknown,,Unknown,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,^$ $6$aPeriodicals,^,aPeriodicals,,Periodic,ls,,,,Periodicals,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^,LBS01,bib_200501.mrc.2.ax,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Sint-Amands$ $ $4oth,^,aDavidsfonds Sint-Amands,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00679nas  2200217u  4500,9.92399838010148E15,021010q19821989be mr|p||     0|||a|dut c,021010q19821989be mr,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002399838LBS01-Aleph^$ $ $a9434182^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923998380101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aDavidsfonds Wilrijk. Mededelingen,^$ $ $aWilrijk$ $ $bDavidsfonds$ $ $c[1982]-[1989],^$ $ $aMonthly,^,aMonthly,,Monthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^,LBS01,bib_200501.mrc.2.ax,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Wilrijk$ $ $4oth,^,aDavidsfonds Wilrijk,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $afrequentie varieert,^,afrequentie varieert,,Frequentie varieert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00670nas  2200205u  4500,9.92399887010148E15,021010q19851995be qr|p||     0|||a|dut c,021010q19851995be qr,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002399887LBS01-Aleph^$ $ $a9434385^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923998870101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aDavidsfonds infoblad gewest Aalst : tijdschrift voor kaderleden.,^$ $ $aAalst$ $ $bDavidsfonds$ $ $c1985-[1995],^$ $ $aQuarterly,^,aQuarterly,,Quarterly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^,LBS01,bib_200501.mrc.2.ax,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Aalst$ $ $4oth,^,aDavidsfonds Aalst,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00634nas  2200205u  4500,9.92399945010148E15,021010q19859999be br|p||     0|||a|dut c,021010q19859999be br,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002399945LBS01-Aleph^$ $ $a9434602^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923999450101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aDF mededelingen - gewest Aalst.,^$ $ $aAalst$ $ $bDavidsfonds$ $ $c[1985]-?,^$ $ $aBimonthly,^,aBimonthly,,Bimonthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^,LBS01,bib_200501.mrc.2.ax,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Aalst$ $ $4oth,^,aDavidsfonds Aalst,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00628nas  2200205u  4500,9.92402170010148E15,021017q19811997be br|p||     0|||a|dut c,021017q19811997be br,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002402170LBS01-Aleph^$ $ $a9443291^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924021700101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aKultureel kontakt.,^$ $ $aSchriek$ $ $bDavidsfonds$ $ $c1981-[1997],^$ $ $aBimonthly,^,aBimonthly,,Bimonthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^,LBS01,bib_200501.mrc.2.ay,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Schriek$ $ $4oth,^,aDavidsfonds Schriek,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00644nas  2200205u  4500,9.92402187010148E15,021017d19831993be ur|p||     0|||a|dut c,021017d19831993be ur,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002402187LBS01-Aleph^$ $ $a9443365^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924021870101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aLedenblad Davidsfonds Westhoven.,^$ $ $aWesthoven$ $ $bDavidsfonds$ $ $c[1983]-1993,^$ $ $aUnknown,^,aUnknown,,Unknown,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^,LBS01,bib_200501.mrc.2.ay,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Westhoven$ $ $4oth,^,aDavidsfonds Westhoven,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00690nas  2200217u  4500,9.92402353010148E15,021018q19821997be mr|p||     0|||a|dut c,021018q19821997be mr,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002402353LBS01-Aleph^$ $ $a9444069^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924023530101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$3$a't Vletertje.,^$ $ $aVleteren$ $ $bDavidsfonds$ $ $c[1982]-[1997],^$ $ $aMonthly$ $ $bMonthly behalve in juli en augustus,^,aMonthly,,Monthly,bMonthly behalve in juli en augustus,,Monthly behalve in juli en augustus,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,^$ $6$aPeriodicals,^,aPeriodicals,,Periodic,ls,,,,Periodicals,,,^$ $ $aKADOC$ $ $bphysical$ $ $c201506$ $ $9local,^,aKADOC,,KADOC,bphysical,,physical,c201506,,201506.0,9local,,local,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^,LBS01,bib_200501.mrc.2.ay,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Vleteren$ $ $4oth,^,aDavidsfonds Vleteren,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00716nas  2200229u  4500,9.92402410010148E15,021018d19852005be qr|p||     0|||a|dut c,021018d19852005be qr,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002402410LBS01-Aleph^$ $ $a9444303^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924024100101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aDF sprokkels.,^$ $ $aGeraardsbergen$ $ $bDavidsfonds$ $ $c1985-2005,^$ $ $aQuarterly,^,aQuarterly,,Quarterly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,^$ $6$aPeriodicals,^,aPeriodicals,,Periodic,ls,,,,Periodicals,,,^$ $ $aKADOC$ $ $bphysical$ $ $c201505$ $ $9local,^,aKADOC,,KADOC,bphysical,,physical,c201505,,201505.0,9local,,local,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^,LBS01,bib_200501.mrc.2.ay,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Geraardsbergen$ $ $4oth,^,aDavidsfonds Geraardsbergen,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aPublicatie is (tijdelijk?) stopgezet,^,aPublicatie is (tijdelijk?) stopgezet,,Publicatie is (tijdelijk?) stopgezet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00697nas  2200229u  4500,9.92402466010148E15,021018e19831990be mr|p||     0|||a|dut c,021018e19831990be mr,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002402466LBS01-Aleph^$ $ $a9444569^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924024660101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aContact.,^$ $ $aHerdersem$ $ $bDavidsfonds$ $ $c1983/84-1989/90,^$ $ $aMonthly,^,aMonthly,,Monthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,^$ $6$aPeriodicals,^,aPeriodicals,,Periodic,ls,,,,Periodicals,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^,LBS01,bib_200501.mrc.2.ay,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Herdersem$ $ $4oth,^,aDavidsfonds Herdersem,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aVoortgezet als: De meiviskop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00621nas  2200193u  4500,9.92402513010148E15,021018e19831990be mr|p||     0|||a|dut c,021018e19831990be mr,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002402513LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924025130101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$0$0$aDavidsfonds Antwerpen-stad. Nieuwsbrief.,^$ $ $aAntwerpen$ $ $bDavidsfonds Antwerpen-stad$ $ $c1981-[1987],^$ $ $aMonthly,^,aMonthly,,Monthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,^$ $6$aPeriodicals,^,aPeriodicals,,Periodic,ls,,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $afrequentie varieert,^,afrequentie varieert,,Frequentie varieert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00656nas  2200205u  4500,9.92402631010148E15,021018q19841988be br|p||     0|||a|dut c,021018q19841988be br,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002402631LBS01-Aleph^$ $ $a9445302^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924026310101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aDavo-krant$ $ $binfoblad van Davidsfonds Ardooie.,^$ $ $aAardooie$ $ $bDavidsfonds$ $ $c1984-[1988],^$ $ $aBimonthly,^,aBimonthly,,Bimonthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^,LBS01,bib_200501.mrc.2.ay,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Ardooie$ $ $4oth,^,aDavidsfonds Ardooie,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00677nas  2200217u  4500,9.92402746010148E15,021018q19842001be ur|p||     0|||a|dut c,021018q19842001be ur,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002402746LBS01-Aleph^$ $ $a9445750^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924027460101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aDavidsfonds Blankenberge.,^$ $ $aBlankenberge$ $ $bDavidsfonds$ $ $c1984/85-[2000/01],^$ $ $aUnknown,^,aUnknown,,Unknown,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,^$ $6$aPeriodicals,^,aPeriodicals,,Periodic,ls,,,,Periodicals,,,^$ $ $aKADOC$ $ $bphysical$ $ $c201506$ $ $9local,^,aKADOC,,KADOC,bphysical,,physical,c201506,,201506.0,9local,,local,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^,LBS01,bib_200501.mrc.2.ay,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Blankenberge$ $ $4oth,^,aDavidsfonds Blankenberge,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00578nas  2200181u  4500,9.92402772010148E15,021018q19842001be ur|p||     0|||a|dut c,021018q19842001be ur,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002402772LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924027720101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$0$0$aDavidsfonds Deurne Noord. Nieuwsbrief.,^$ $ $aDeurne$ $ $bDavidsfonds Deurne-Noord$ $ $c1985/86-?,^$ $ $aBimonthly,^,aBimonthly,,Bimonthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,^$ $6$aPeriodicals,^,aPeriodicals,,Periodic,ls,,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00656nas  2200217u  4500,9.92402785010148E15,021019q19821987be mr|p||     0|||a|dut c,021019q19821987be mr,p,,0,,,a,Dutch,^$ $ $a(BeLVLBS)002402785LBS01-Aleph^$ $ $a9445976^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9924027850101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aDF-nieuws.,^$ $ $aAalter$ $ $bDavidsfonds$ $ $c[1982/83]-[1987],^$ $ $aMonthly,^,aMonthly,,Monthly,,,,,,,,,^$ $ $atext$ $ $2rdacontent,,atext$ $ $2rdacontent,text,2rdacontent,,,,^$ $ $aunmediated$ $ $2rdamedia,,aunmediated$ $ $2rdamedia,aunmediated,2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,volume,physical object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^,LBS01,bib_200501.mrc.2.ay,,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Aalter$ $ $4oth,^,aDavidsfonds Aalter,4oth,4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aVoortgezet als: DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
